time,step-size,{controllerFMU}.controller.fanSpeed,{controllerFMU}.controller.valveOpen,{environmentFMU}.env.OAT_OUT,{environmentFMU}.env.RAT_OUT,{roomheatingFMU}.room.RAT
0.0,0.0,0.0,0.0,6.11,0.0,16.0
0.1,0.1,1.0E-7,1.0E-7,6.11,0.0,15.999995176725003
0.30000000000000004,0.2,1.0E-7,1.0E-7,6.11,0.0,15.999957958107288
0.5,0.2,1.0E-7,1.0E-7,6.11,0.0,15.999886937591452
0.7,0.2,1.0E-7,1.0E-7,6.11,0.0,15.999785310537746
0.8999999999999999,0.2,1.0E-7,1.0E-7,6.11,0.0,15.999655977653156
1.0999999999999999,0.2,1.0E-7,1.0E-7,6.109999999999999,0.0,15.999501564297896
1.2999999999999998,0.2,1.0E-7,1.0E-7,6.11,0.0,15.99932444662283
1.4999999999999998,0.2,1.0E-7,1.0E-7,6.109999999999999,0.0,15.999126775225509
1.6999999999999997,0.2,1.0E-7,1.0E-7,6.11,0.0,15.998910496560718
1.8999999999999997,0.2,1.0E-7,1.0E-7,6.109999999999999,0.0,15.998677372318673
2.0999999999999996,0.2,1.0E-7,1.0E-7,6.11,0.0,15.998429124715933
2.3,0.2,1.0E-7,1.0E-7,6.11,0.0,15.998166947927086
2.5,0.2,1.0E-7,1.0E-7,6.11,0.0,15.997892268643888
2.7,0.2,1.0E-7,1.0E-7,6.11,0.0,15.997606269070856
2.9000000000000004,0.2,1.0E-7,1.0E-7,6.11,0.0,15.997310019194158
3.1000000000000005,0.2,1.0E-7,1.0E-7,6.11,0.0,15.99700448743388
3.3000000000000007,0.2,1.0E-7,1.0E-7,6.11,0.0,15.996690550284995
3.500000000000001,0.2,1.0E-7,1.0E-7,6.11,0.0,15.996369001043528
3.700000000000001,0.2,1.0E-7,1.0E-7,6.11,0.0,15.996040557704015
3.9000000000000012,0.2,1.0E-7,1.0E-7,6.110000000000001,0.0,15.995705870107646
4.100000000000001,0.2,1.0E-7,1.0E-7,6.11,0.0,15.995365526411543
4.300000000000002,0.2,1.0E-7,1.0E-7,6.11,0.0,15.995020058944103
4.500000000000002,0.2,1.0E-7,1.0E-7,6.11,0.0,15.9946699495047
4.700000000000002,0.2,1.0E-7,1.0E-7,6.11,0.0,15.994315634159854
4.900000000000002,0.2,1.0E-7,1.0E-7,6.11,0.0,15.99395750758463
5.100000000000002,0.2,1.0E-7,1.0E-7,6.112419999999998,0.0,15.993595926991595
5.3000000000000025,0.2,1.0E-7,1.0E-7,6.116819999999998,0.0,15.993231215687672
5.500000000000003,0.2,1.0E-7,1.0E-7,6.121219999999998,0.0,15.992863666295515
5.700000000000003,0.2,1.0E-7,1.0E-7,6.125619999999999,0.0,15.99249354366894
5.900000000000003,0.2,1.0E-7,1.0E-7,6.130019999999998,0.0,15.99212090075463
6.100000000000003,0.2,1.0E-7,1.0E-7,6.134419999999999,0.0,15.991746327068997
6.300000000000003,0.2,1.0E-7,1.0E-7,6.138819999999997,0.0,15.991369833325487
6.5000000000000036,0.2,1.0E-7,1.0E-7,6.143219999999998,0.0,15.990991597269046
6.700000000000004,0.2,1.0E-7,1.0E-7,6.147619999999997,0.0,15.990611779781075
6.900000000000004,0.2,1.0E-7,1.0E-7,6.152019999999998,0.0,15.99023052648005
7.100000000000004,0.2,1.0E-7,1.0E-7,6.156419999999997,0.0,15.989847969170368
7.300000000000004,0.2,1.0E-7,1.0E-7,6.1608199999999975,0.0,15.989464227153725
7.500000000000004,0.2,1.0E-7,1.0E-7,6.165219999999998,0.0,15.989079408415728
7.700000000000005,0.2,1.0E-7,1.0E-7,6.169619999999997,0.0,15.988693610700306
7.900000000000005,0.2,1.0E-7,1.0E-7,6.174019999999997,0.0,15.988306922481735
8.100000000000005,0.2,1.0E-7,1.0E-7,6.178419999999997,0.0,15.987919423844676
8.300000000000004,0.2,1.0E-7,1.0E-7,6.182819999999998,0.0,15.987531187280368
8.500000000000004,0.2,1.0E-7,1.0E-7,6.187219999999996,0.0,15.987142278407612
8.700000000000003,0.2,1.0E-7,1.0E-7,6.191619999999997,0.0,15.98675275662509
